,Total Return,Annualized Return,Sharpe Ratio,Max Drawdown
Strategy (Max Sharpe (Tangency)),0.1147764636405495,0.11150762197868502,1.686521479260185,-0.049133397055181716
Benchmark (60/40 SPY/BND),0.13946685873012155,0.1354531512681194,1.663254907824776,-0.058175590609720995
